Y_Axis,depth_mm,X_Axis,pressure_N
0.0,0.05481668234854613,-0.1399859613460907,0.246198835984051
0.0,0.041293078678335406,-0.11998997962322677,0.2927632472553939
0.0,0.009624175881372493,-0.09912779583673434,1.9771528235983804
0.0,0.055067326681197536,-0.07913209208532981,0.26393219173178917
0.0,0.05508650261005668,-0.059135593455079155,0.2653810896408957
0.0,0.05508777161378522,-0.03913971642552372,0.2654721111266613
0.0,0.055019722012788874,-0.01914382624596093,0.26059801994930154
0.0,0.05507446426381615,0.0008524335457767158,0.26452181315944323
0.0,0.055086974969023504,0.020848465168896282,0.2653994259238776
0.0,0.05501966918172139,0.04084411577939637,0.26059765529796614
0.0,0.055074460290492754,0.06083991132618734,0.2645159515251028
0.0,0.05572593293387055,0.08083576989404245,0.28922820140010247
0.0,0.05567011769938388,0.10080221008416132,0.2828596782338192
0.0,0.05574503408292722,0.12079729141559525,0.2895068937992926
0.0,0.05502476994838507,0.14082836341866675,0.2609676283590344
0.025050466638749,0.05485499186885537,-0.13951431281915083,0.24882647894183452
0.025050466638749,-0.018730353959775972,-0.1195182874256209,4.948344643340519
0.025050466638749,-0.018681788765347054,-0.09952228648407971,4.948916750086701
0.025050466638749,0.05508487226801477,-0.07952628560498134,0.2652643726073108
0.025050466638749,0.05508766372655175,-0.05953041649802368,0.2654592595401292
0.025050466638749,0.055019714547384656,-0.039534265323060785,0.26059991896213497
0.025050466638749,0.0547324616181505,-0.019538039020909757,0.2411448745902781
0.025050466638749,0.05504937699593777,0.0003963678014749616,0.26390218379120045
0.025050466638749,0.05475192551331375,0.020393540465106507,0.24249804301204392
0.025050466638749,0.055060206648278036,0.040451246097830414,0.2635026033648716
0.025050466638749,0.055086031751909514,0.060447298530321894,0.2653475628221688
0.025050466638749,0.034257637981300396,0.0804433308462568,0.3177935060948652
0.025050466638749,0.034270336414061985,0.10043859207281042,0.31059010508115137
0.025050466638749,0.034226539279762457,0.12043437507490065,0.34088872351887667
0.025050466638749,0.05508625225947813,0.14043116159987276,0.2653615902261216
0.045009022870116336,0.054806287283971036,-0.1395320253389403,0.24533160299793422
0.045009022870116336,-0.015469374052767137,-0.11953596007948358,13.701176915113713
0.045009022870116336,-0.015517277010167122,-0.09954121805645344,13.82868294665106
0.045009022870116336,0.0550229051009609,-0.07954415611572285,0.260832749395968
0.045009022870116336,0.05507466951083326,-0.05954805181884831,0.26453006549010666
0.045009022870116336,0.05351634754721664,-0.03955188553143621,0.24071250198362426
0.045009022870116336,0.01713381510426677,-0.01960490153476147,0.27459531712280727
0.045009022870116336,0.01458777325596715,0.00035969825205470966,0.34078352357416536
0.045009022870116336,0.016332889128560152,0.02035508109494821,0.2934254343018334
0.045009022870116336,0.05347809200205564,0.04038045518306914,0.24973319944650202
0.045009022870116336,0.055022855286206845,0.060401011050252036,0.2608331025778051
0.045009022870116336,0.05507466612382596,0.08039703997600994,0.2645355295885233
0.045009022870116336,0.05508698815404333,0.10039313060158644,0.2654137977870792
0.045009022870116336,0.05501967002738881,0.12038906431494353,0.26060352815728627
0.045009022870116336,0.05507446030879881,0.140385095857735,0.2645189349959966
0.06504097192353916,0.05480645215785523,-0.13954920742736684,0.24536631050617833
0.06504097192353916,0.05505155485609523,-0.1195533615939468,0.26288222854238674
