Y_Axis,depth_mm,X_Axis,pressure_N
0.06504097192353916,0.05508545904430672,-0.0995573788252685,0.26530459750830293
0.06504097192353916,0.055087701872733444,-0.0795613348378787,0.2654634894821677
0.06504097192353916,0.05501971666023165,-0.059565228288343514,0.2606026268267819
0.06504097192353916,0.05509335974013829,-0.03956905731381699,0.26600883414228416
0.06504097192353916,0.008488315552745308,-0.019685649016598163,0.8517267528295525
0.06504097192353916,0.005515510905650375,0.0003092354384758723,0.4608198164860828
0.06504097192353916,0.00845620874243063,0.020305066739012473,0.8987719847133502
0.06504097192353916,0.054980709310053055,0.04030315838980468,0.2579969318838743
0.06504097192353916,0.05507125553972137,0.06040455151146762,0.2642817590533606
0.06504097192353916,0.05508676045181365,0.08040056277290164,0.26537998683778785
0.06504097192353916,0.05501965522434122,0.1003966566683504,0.2606041430655862
0.06504097192353916,0.055074459506755144,0.12039275776009059,0.26452004878281254
0.06504097192353916,0.05508697452069445,0.14038888625099258,0.2654133201591562
0.08505183718108024,0.05514245723709242,-0.13954339638821833,0.2693859755523061
0.08505183718108024,0.05502118823048105,-0.1195475435918234,0.26071200925443905
0.08505183718108024,0.05505620826452224,-0.09955161905244511,0.26321410646832366
0.08505183718108024,0.05505838957332266,-0.07955562615664291,0.26336855959590166
0.08505183718108024,0.055058470619269835,-0.05955955639156038,0.2633721334039786
0.08505183718108024,0.01560933347185434,-0.039563408666985815,0.6830991594902736
0.08505183718108024,0.003544756064337797,-0.019575246429553394,0.8218056195050267
0.08505183718108024,-0.0012853546014365857,0.00041807521520136125,1.5216127484030073
0.08505183718108024,0.0035170937165873153,0.020414081864845668,0.8225926064783172
0.08505183718108024,0.014589707128138583,0.04041295402624007,0.33986940209338523
0.08505183718108024,0.05507417540059613,0.06041481707236043,0.26449427654489
0.08505183718108024,0.055059295979956596,0.08041071340219808,0.2634320576789696
0.08505183718108024,0.0550582870117022,0.10040669344584019,0.26335923364098707
0.08505183718108024,0.055058164685980585,0.12040276444889028,0.26334516790599016
0.08505183718108024,0.055058536574618545,0.1403989061785929,0.2633823376896277
0.10502632472660936,0.05431844526715099,-0.13954537002365205,4.504812509940774
0.10502632472660936,0.05414861144787408,-0.11954949967049608,4.515584945420594
0.10502632472660936,0.05413401449464464,-0.0995536043951824,4.507775756488144
0.10502632472660936,0.054133047905190114,-0.07955767451908155,4.498317912010883
0.10502632472660936,0.05413262754821254,-0.059561702903860786,4.488793416049924
0.10502632472660936,0.05413193350839068,-0.039565675134925156,4.479308165758668
0.10502632472660936,0.00771689148278498,-0.019569580554494186,0.9002696921639761
0.10502632472660936,-0.000501342136192487,0.00042094763559818375,0.8839344704598009
0.10502632472660936,0.006844072035521643,0.020417096512044486,1.1279005558583393
0.10502632472660936,0.054178058392148086,0.04041910962450536,4.451730162946575
0.10502632472660936,0.05413474124142915,0.06041504879812991,4.4474364113090346
0.10502632472660936,0.0541319214164208,0.08041104531004312,4.438271494343876
0.10502632472660936,0.05413199864880375,0.10040709387749397,4.428741759935503
0.10502632472660936,0.054132178777291706,0.12040318123127916,4.419185137050047
0.10502632472660936,0.05413227084340972,0.1403993038433342,4.4096270987568875
0.12500440337276986,0.05295551197620227,-0.1395491990771542,1.8478459371150076
0.12500440337276986,0.05271600333363696,-0.11955329900903353,1.8683685162998347
0.12500440337276986,0.05273708832943289,-0.09955738181799381,1.858197744730547
0.12500440337276986,0.05273865014761059,-0.07956144418079009,1.8503566574182626
0.12500440337276986,0.052738472894481116,-0.05956547568157328,1.8427282824704962
0.12500440337276986,0.05273824770245422,-0.03956946417884783,1.8351085884389482
0.12500440337276986,0.0527381745259433,-0.019573409111992544,1.8274698140310186
0.12500440337276986,0.0527381143829623,0.0004226891199034736,1.819829066431689
0.12500440337276986,0.05273805084502984,0.020418533661639152,1.8122288414196397
0.12500440337276986,0.0527379960672352,0.040414446900056314,1.804622890659307
0.12500440337276986,0.05273793760954756,0.06041040488860905,1.797015904087178
0.12500440337276986,0.05273787885638865,0.08040640773927524,1.7894074271971276
0.12500440337276986,0.05273814243339139,0.10040245128004749,1.7817507354234294
0.12500440337276986,0.05273835552519006,0.1203985222796772,1.7740922408917748
0.12500440337276986,0.05273832856166117,0.14039461307340523,1.7664604039066845
